severity,bounding_box_percentage,road_type,traffic_density,rainfall_probability,temperature_celsius,season,days_until_critical
0,0.76,1,1,38,12.6,0,30
0,1.79,2,0,31,11.5,0,29
2,20.46,0,1,14,12.8,0,13
2,31.99,2,1,44,21.3,0,5
0,0.65,2,2,88,29.1,2,9
2,26.7,1,0,72,32.9,2,3
1,9.33,1,2,33,25.2,2,10
2,26.2,1,1,15,43.4,1,7
0,4.82,0,2,28,17.2,0,23
2,25.38,1,2,50,39.2,1,2
0,2.45,0,0,44,13.5,0,30
1,4.69,0,2,42,11.7,0,12
0,5.71,1,0,12,39.3,1,31
1,5.59,1,0,35,16.9,0,18
0,1.45,2,0,33,30.7,2,25
0,4.58,2,0,26,19.8,0,31
1,3.64,1,0,20,41.3,1,25
0,6.55,0,2,75,30.3,2,14
0,6.28,1,2,45,27.4,2,14
2,24.12,1,1,1,13.8,0,6
0,2.3,2,0,17,35.9,1,30
1,7.91,1,2,64,36.0,2,2
2,37.86,2,2,98,25.9,2,2
1,17.63,0,2,34,36.8,1,9
1,10.7,1,1,65,37.0,2,7
1,8.23,0,2,19,10.7,0,14
1,13.05,1,2,12,41.1,1,17
0,4.97,2,1,23,18.0,0,27
1,4.76,2,2,18,16.9,0,11
0,1.69,2,2,41,41.8,1,14
2,27.05,1,2,9,32.3,1,4
0,5.79,1,0,25,28.1,1,33
1,15.32,1,2,90,31.9,2,8
0,4.58,1,0,31,38.1,1,27
0,2.85,0,0,3,8.6,0,35
0,3.98,1,0,41,35.0,2,29
0,0.89,0,2,39,28.7,2,16
2,24.03,2,1,14,31.7,1,3
2,12.64,1,0,37,12.4,0,10
0,4.02,0,1,1,21.4,0,35
1,6.69,1,0,26,11.1,0,26
1,16.76,2,0,17,9.5,0,22
2,17.97,2,1,6,42.4,1,11
1,5.26,2,1,24,42.5,1,18
1,9.55,0,2,33,33.8,1,12
0,3.02,1,2,81,32.5,2,10
2,16.71,2,2,25,31.5,1,2
1,6.73,1,1,18,43.3,1,14
0,4.7,2,2,4,14.3,0,26
0,2.84,1,2,1,36.3,1,24
0,1.99,1,1,23,43.5,1,21
1,6.29,1,0,37,17.0,0,18
0,5.44,1,1,5,17.9,0,27
0,4.09,0,2,57,25.1,2,18
1,16.07,0,1,11,31.9,1,16
1,6.48,0,2,5,16.7,0,13
2,25.17,0,1,79,36.5,2,2
0,5.13,0,0,33,34.8,2,25
2,33.3,0,1,47,26.1,2,2
0,6.06,0,0,49,32.6,1,29
0,0.81,1,0,9,19.9,0,32
0,5.59,2,1,84,27.4,2,17
0,5.4,0,2,33,37.8,2,19
0,3.94,0,1,31,39.5,1,23
1,17.15,2,1,70,35.0,2,9
2,33.05,2,2,33,43.9,1,2
0,4.4,0,0,23,19.8,0,38
0,2.94,2,1,23,28.4,1,22
0,3.42,1,2,37,19.1,0,24
2,23.1,0,2,9,28.3,1,4
1,9.98,1,1,51,30.5,2,14
1,16.46,0,0,6,12.1,0,26
1,11.97,2,1,22,19.5,0,20
2,13.9,1,0,21,31.3,1,14
0,4.15,0,2,32,24.3,2,17
0,0.66,2,2,25,33.7,1,16
1,15.02,1,1,37,9.7,0,15
1,3.54,1,1,95,34.2,2,7
0,5.14,1,1,59,26.0,2,18
0,2.29,0,2,14,28.7,1,22
0,3.21,1,2,9,14.0,0,33
2,39.75,1,0,10,20.0,0,9
0,6.51,0,1,31,9.6,0,31
2,32.38,1,1,72,35.9,2,2
2,29.68,2,2,20,37.0,1,2
2,26.56,2,2,60,35.3,2,2
0,2.63,1,1,32,33.1,1,24
2,20.41,1,0,57,25.5,2,4
0,6.52,0,1,44,15.6,0,28
1,9.29,1,2,21,33.1,1,14
2,24.2,0,1,27,10.2,0,11
1,4.77,0,1,15,36.3,1,26
1,9.45,2,0,15,32.9,1,22
2,28.74,0,1,37,13.3,0,6
2,24.0,0,0,36,37.1,2,5
2,12.06,2,0,11,8.5,0,14
2,30.65,2,2,5,28.7,1,2
1,17.94,1,0,5,21.8,0,19
0,1.2,0,1,37,33.0,1,22
2,15.88,0,2,29,38.3,1,3
2,28.98,2,0,44,32.8,1,11
1,13.42,1,2,28,13.0,0,11
2,34.24,1,1,19,17.3,0,5
0,5.07,0,1,2,9.1,0,29
0,5.2,1,0,18,18.8,0,32
2,32.12,1,2,27,13.7,0,5
2,20.47,2,2,51,36.5,2,2
2,22.94,0,1,22,8.9,0,14
1,9.95,1,0,25,41.3,1,22
1,14.18,1,0,45,35.2,1,15
2,36.34,2,0,10,21.4,0,16
1,5.22,0,1,8,32.1,1,14
0,0.75,2,0,0,38.7,1,29
2,21.44,1,2,6,36.2,1,6
0,4.78,0,1,89,27.8,2,13
1,16.9,2,2,50,30.1,2,5
1,7.35,2,2,83,24.6,2,2
1,12.41,0,1,33,30.6,2,17
2,35.37,2,0,14,35.6,1,3
1,13.03,2,0,37,11.6,0,21
0,3.08,0,1,27,8.7,0,32
0,6.61,1,2,27,31.0,2,23
2,13.43,1,2,99,27.0,2,2
2,35.95,2,1,24,15.9,0,3
0,1.02,0,2,41,32.2,1,25
1,16.97,0,0,16,10.4,0,22
0,1.57,1,0,37,34.7,2,28
1,11.23,1,2,33,25.1,2,9
0,6.77,0,0,7,41.0,1,33
1,9.98,0,2,40,30.7,2,4
1,8.82,0,1,12,15.6,0,17
1,15.07,2,0,36,37.9,2,16
2,25.4,2,2,40,12.9,0,2
1,15.11,1,1,25,11.0,0,19
2,39.33,2,2,14,19.7,0,2
1,7.83,2,1,23,31.4,1,21
0,6.92,2,1,23,17.1,0,29
1,15.93,2,0,5,30.3,1,25
0,3.71,2,0,35,40.3,1,32
1,14.79,0,2,40,12.4,0,10
1,17.09,0,0,42,21.5,0,25
0,7.0,2,1,17,33.8,1,26
2,20.63,1,0,19,34.9,1,12
0,5.13,1,1,8,21.0,0,25
1,14.52,0,0,20,43.1,1,17
0,5.7,2,0,54,24.7,2,21
2,38.19,0,2,94,28.2,2,2
2,37.07,2,1,2,12.4,0,7
1,5.05,1,2,6,21.3,0,17
2,13.19,0,0,51,34.1,1,7
2,21.35,2,0,11,17.1,0,13
2,34.74,2,0,85,27.1,2,2
2,12.15,2,0,33,42.9,1,10
2,27.33,2,0,3,35.3,1,9
2,23.33,1,1,37,13.8,0,5
2,29.26,1,1,7,17.9,0,8
0,1.74,0,1,57,33.7,2,24
2,15.36,0,2,56,25.9,2,7
2,31.15,0,2,8,21.5,0,6
1,12.78,0,2,45,9.6,0,11
1,5.2,0,1,41,19.0,0,16
1,12.89,1,1,43,32.7,1,11
0,1.72,0,1,42,42.6,1,20
2,38.58,0,1,27,28.8,1,5
0,3.91,0,2,13,35.0,1,24
1,5.66,0,1,49,28.2,1,17
2,30.04,1,1,28,31.4,1,2
1,5.41,1,1,14,35.4,1,23
2,39.62,1,1,35,15.1,0,6
0,2.91,0,1,57,33.7,2,19
1,3.94,2,1,6,11.4,0,27
1,16.97,1,0,98,35.2,2,6
1,17.38,2,0,20,18.8,0,21
2,12.04,1,2,12,31.2,1,5
1,11.79,1,2,40,34.8,1,6
2,14.69,2,2,30,38.6,1,2
1,10.99,1,1,31,11.2,0,16
2,14.89,0,2,8,11.2,0,9
1,4.54,2,2,35,14.2,0,9
0,1.92,0,2,6,8.5,0,31
0,6.28,1,2,51,25.3,2,16
0,5.74,2,0,38,15.5,0,27
0,4.02,1,2,42,40.9,1,17
2,34.28,0,1,21,9.4,0,3
2,31.5,1,0,22,40.8,1,8
2,32.69,2,0,40,16.0,0,7
0,5.26,0,2,12,19.6,0,24
0,0.9,0,1,28,31.8,1,28
2,33.18,0,1,63,35.7,2,2
1,15.5,0,2,10,14.6,0,18
2,15.04,0,2,48,30.7,1,2
0,3.33,0,1,44,19.4,0,26
2,37.17,2,2,99,37.8,2,2
1,12.91,0,2,52,37.4,2,2
1,12.09,1,1,46,41.6,1,16
0,2.94,0,1,34,35.9,1,29
2,32.64,0,0,34,21.3,0,11
0,6.41,2,1,37,40.1,1,25
0,2.06,2,0,3,15.1,0,34
2,27.09,2,0,5,12.7,0,10
1,3.66,2,0,31,19.9,0,23
0,4.64,0,0,91,26.1,2,17
2,33.28,2,0,83,26.3,2,2
1,14.48,1,0,1,18.9,0,22
2,16.62,0,0,47,41.7,1,4
2,17.33,0,0,37,30.1,2,9
0,0.67,2,2,44,37.8,2,10
1,14.92,1,2,32,17.0,0,13
0,4.84,2,0,94,30.7,2,17
1,5.64,2,0,18,15.0,0,25
1,10.01,0,2,2,38.2,1,13
0,2.96,2,1,40,12.8,0,25
2,27.76,0,1,15,35.0,1,8
1,8.54,2,0,3,34.2,1,26
1,13.71,2,0,85,24.7,2,5
0,6.06,0,1,96,30.4,2,8
2,15.52,2,2,3,11.7,0,11
0,5.93,0,1,7,43.1,1,32
1,17.43,2,2,41,31.0,1,2
1,5.91,1,0,49,31.4,2,18
0,5.03,2,0,39,17.5,0,32
2,30.07,0,2,64,29.7,2,2
1,13.83,2,0,54,37.0,1,19
0,1.03,0,1,55,28.7,1,19
2,38.49,1,0,23,40.9,1,11
0,5.19,0,1,23,12.8,0,27
2,25.16,0,2,19,13.8,0,2
1,17.4,1,2,92,31.1,2,5
2,27.57,0,1,32,15.3,0,3
1,9.99,1,2,44,8.9,0,13
2,18.69,2,0,13,31.6,1,11
1,11.81,0,2,45,30.1,1,10
0,4.4,0,0,92,30.5,2,14
0,6.84,2,0,55,32.3,2,21
0,2.6,0,1,53,24.5,2,19
1,17.34,0,2,39,18.7,0,4
1,15.88,0,1,95,34.1,2,5
2,17.84,0,0,1,22.0,0,17
1,15.56,0,2,33,20.9,0,13
0,3.57,2,1,44,36.5,1,24
2,37.67,0,2,39,39.6,1,2
1,5.01,1,2,3,29.3,1,12
2,15.05,2,2,18,31.8,1,2
1,15.57,2,1,37,30.4,1,16
2,28.86,0,0,43,25.0,2,2
1,9.27,1,1,5,32.3,1,24
2,27.01,1,0,30,35.6,2,5
2,25.79,0,1,25,14.0,0,12
2,32.9,2,0,27,18.9,0,8
0,3.88,0,0,13,13.1,0,30
0,3.46,1,0,66,37.2,2,25
0,2.15,0,0,21,13.0,0,35
0,3.66,1,2,31,13.9,0,21
2,17.9,2,0,92,35.6,2,2
0,0.53,0,1,92,37.8,2,24
0,3.6,1,1,42,20.8,0,27
1,12.68,0,0,39,18.1,0,17
0,3.43,0,2,44,28.3,1,22
2,34.49,2,2,18,16.0,0,2
0,4.29,2,1,10,34.8,1,25
2,34.63,1,2,62,35.6,2,2
2,32.43,2,2,83,25.3,2,2
1,17.28,2,1,56,26.1,2,8
2,33.62,0,1,19,16.0,0,7
0,5.95,0,0,14,12.1,0,27
0,4.14,1,1,32,29.7,2,19
1,4.77,0,1,78,37.6,2,2
0,5.37,2,1,19,15.9,0,31
2,30.55,0,1,71,33.1,2,2
2,33.2,0,2,61,35.6,2,2
2,27.86,0,0,80,28.8,2,2
2,33.37,0,1,94,33.5,2,2
2,21.65,1,2,40,29.2,1,2
0,5.76,0,2,6,39.4,1,23
0,2.69,2,1,40,27.5,2,20
0,1.47,1,1,100,35.1,2,14
2,25.4,0,0,14,8.0,0,16
2,22.94,2,1,74,24.9,2,2
1,4.22,2,0,12,19.4,0,28
1,8.63,0,0,3,16.6,0,25
2,13.52,0,2,26,41.2,1,6
2,38.58,2,0,77,32.8,2,2
2,37.08,1,1,28,14.2,0,5
1,13.71,1,0,28,20.4,0,21
1,5.06,2,0,27,31.8,2,13
0,4.57,2,1,85,36.9,2,24
2,33.54,2,2,16,8.3,0,2
2,13.88,2,2,12,31.4,1,2
0,6.55,1,1,50,28.8,2,20
1,16.91,0,1,84,24.1,2,9
0,4.42,2,0,0,13.3,0,30
0,6.87,1,0,65,25.9,2,18
1,6.27,1,0,4,20.5,0,26
2,28.59,1,1,46,44.3,1,4
0,0.78,1,1,37,30.0,2,20
1,6.07,0,0,16,42.1,1,20
0,4.84,1,2,10,43.6,1,26
0,1.1,0,0,87,36.5,2,16
0,3.88,2,0,26,30.9,1,27
2,33.96,1,2,43,38.3,1,2
0,6.01,2,0,11,15.6,0,37
1,6.43,1,0,48,35.6,1,19
2,29.83,2,2,76,33.5,2,2
0,0.9,1,1,88,27.3,2,13
0,2.94,0,1,9,9.2,0,33
0,2.77,0,0,45,25.2,2,20
1,17.83,0,1,38,33.6,2,14
1,4.09,2,0,47,25.0,2,14
1,11.36,1,2,34,18.8,0,13
1,12.13,0,1,61,35.0,2,14
0,6.68,0,1,44,18.2,0,20
2,28.75,2,1,57,31.1,2,2
2,26.34,1,2,33,33.1,2,2
1,11.19,1,1,83,37.5,2,7
2,37.86,1,0,15,43.2,1,6
1,5.94,1,1,49,44.5,1,18
1,17.45,1,1,4,18.1,0,26
2,26.9,1,1,74,31.6,2,2
1,15.68,2,1,41,28.5,2,7
2,13.07,0,1,93,28.5,2,2
0,2.9,2,2,44,11.8,0,17
0,2.98,2,1,39,33.6,1,25
2,37.19,0,0,11,41.2,1,8
1,5.74,1,1,33,34.7,1,16
1,12.57,2,1,40,21.3,0,16
2,35.71,2,2,75,35.6,2,2
2,23.34,2,0,16,29.4,1,18
2,33.32,1,0,86,26.5,2,2
2,18.21,0,1,53,28.8,2,2
2,18.26,2,1,32,9.5,0,8
0,2.21,2,1,74,37.3,2,15
2,20.97,1,0,87,34.8,2,2
0,4.55,0,1,90,35.5,2,18
0,3.65,0,1,31,26.8,2,23
0,5.95,1,0,13,13.5,0,31
0,1.2,1,1,52,33.6,1,28
1,10.14,2,0,54,44.2,1,21
0,6.04,0,1,2,28.3,1,23
0,2.34,2,2,5,8.5,0,17
1,12.24,0,1,7,39.8,1,14
2,12.19,2,0,23,30.2,1,12
2,23.26,2,2,8,43.9,1,2
1,15.96,1,0,37,36.6,1,16
1,7.48,2,1,10,30.3,1,18
2,29.7,2,1,100,29.9,2,2
1,7.32,1,2,89,25.8,2,10
0,0.67,2,1,54,28.1,1,23
0,2.92,0,0,14,38.0,1,33
0,5.7,0,2,20,9.0,0,24
0,0.72,1,1,13,38.8,1,24
2,19.96,0,1,33,36.9,1,8
1,17.93,1,2,87,26.0,2,5
0,5.63,1,1,62,33.0,2,17
0,2.88,2,0,32,21.8,0,30
1,6.28,0,0,47,33.9,2,9
0,5.94,2,0,8,10.8,0,37
0,1.1,2,1,73,34.3,2,23
0,2.21,2,0,10,31.5,1,30
2,26.52,0,1,5,39.3,1,6
0,3.52,0,1,16,40.7,1,25
1,15.94,0,1,2,12.6,0,23
2,32.77,0,2,73,36.6,2,2
1,13.77,0,2,7,17.0,0,14
0,1.9,0,1,81,35.0,2,16
2,21.12,2,0,11,10.2,0,7
2,23.53,2,0,46,37.4,2,3
2,20.49,2,0,95,31.7,2,2
0,2.86,0,1,56,35.1,2,22
1,9.27,2,1,31,40.3,1,14
1,6.28,2,2,51,34.7,1,6
1,15.16,1,1,88,32.6,2,6
2,28.9,0,0,54,42.6,1,4
0,0.86,1,0,15,17.3,0,35
2,32.13,1,2,13,36.3,1,3
2,15.66,2,2,1,19.4,0,2
0,5.24,0,1,46,42.7,1,22
0,4.44,1,2,43,43.0,1,20
2,24.27,2,2,51,33.7,2,2
2,18.63,2,1,34,13.5,0,2
0,2.31,0,0,19,11.3,0,33
2,24.89,2,1,22,19.7,0,8
0,6.34,0,2,36,24.3,2,19
2,30.59,2,2,5,33.1,1,2
1,10.67,1,2,32,32.6,2,8
1,13.3,1,0,31,9.3,0,22
0,4.62,0,1,9,9.6,0,33
2,33.07,1,1,8,28.9,1,10
2,15.25,2,2,24,13.6,0,2
0,3.4,2,2,21,17.3,0,21
2,37.91,1,0,13,8.5,0,6
1,12.91,0,2,29,17.1,0,12
2,16.19,1,2,18,10.5,0,7
2,26.69,2,1,68,36.0,2,2
2,16.2,2,1,18,13.3,0,16
0,5.19,2,1,53,41.4,1,24
2,34.55,2,2,13,18.0,0,2
2,33.74,2,1,14,21.6,0,5
0,3.26,0,1,22,15.7,0,26
0,6.62,0,0,47,41.2,1,27
0,3.25,0,1,23,16.6,0,25
1,12.29,0,0,81,34.1,2,11
0,0.65,1,1,54,25.8,2,23
0,6.69,1,1,10,42.1,1,24
2,18.21,2,2,45,20.1,0,2
0,6.72,2,1,36,43.5,1,25
2,37.01,1,1,19,38.6,1,2
1,15.65,1,1,15,32.3,1,19
0,3.32,0,1,7,28.8,1,30
2,12.75,0,0,26,15.8,0,15
0,5.46,1,1,5,36.3,1,27
0,4.86,2,0,82,25.5,2,21
